660	-0.29916
660.25	-0.19845
660.5	-0.0012838
660.75	0.053973
661	0.17601
661.25	0.22929
661.5	0.29256
661.75	0.29981
662	0.36352
662.25	0.36682
662.5	0.43628
662.75	0.43553
663	0.43228
663.25	0.49135
663.5	0.48203
663.75	0.56547
664	0.53371
664.25	0.61622
664.5	0.54582
664.75	0.58477
665	0.55811
665.25	0.59001
665.5	0.57685
665.75	0.53509
666	0.57254
666.25	0.57242
666.5	0.62488
666.75	0.55993
667	0.56083
667.25	0.5905
667.5	0.60516
667.75	0.55055
668	0.62268
668.25	0.57184
668.5	0.59227
668.75	0.55833
669	0.61
669.25	0.59364
669.5	0.58021
669.75	0.5945
670	0.55141
670.25	0.58522
670.5	0.55539
670.75	0.59085
671	0.53566
671.25	0.57746
671.5	0.56389
671.75	0.55753
672	0.54891
672.25	0.56216
672.5	0.50434
672.75	0.53724
673	0.59355
673.25	0.50726
673.5	0.5037
673.75	0.53652
674	0.51271
674.25	0.50395
674.5	0.53491
674.75	0.49193
675	0.42908
675.25	0.53439
675.5	0.51215
675.75	0.49066
676	0.50313
676.25	0.45439
676.5	0.50307
676.75	0.50558
677	0.4788
677.25	0.47775
677.5	0.40391
677.75	0.45319
678	0.40672
678.25	0.47443
678.5	0.48085
678.75	0.39026
679	0.48635
679.25	0.47708
679.5	0.45421
679.75	0.43344
680	0.40207
680.25	0.42798
680.5	0.37045
680.75	0.44808
681	0.39851
681.25	0.39256
681.5	0.37019
681.75	0.38137
682	0.37852
682.25	0.38746
682.5	0.38965
682.75	0.36421
683	0.35455
683.25	0.34821
683.5	0.36862
683.75	0.36375
684	0.36016
684.25	0.34028
684.5	0.30258
684.75	0.34976
685	0.31935
685.25	0.32344
685.5	0.34
685.75	0.3023
686	0.27006
686.25	0.2652
686.5	0.28007
686.75	0.32601
687	0.27159
687.25	0.2653
687.5	0.2421
687.75	0.2012
688	0.17862
688.25	0.14892
688.5	0.17108
688.75	0.13913
689	0.12521
689.25	0.1497
689.5	0.10021
689.75	0.068285
690	0.11934
690.25	0.14036
690.5	0.10834
690.75	0.081703
691	0.090306
691.25	0.11278
691.5	0.049556
691.75	0.054663
692	0.10611
692.25	0.044624
692.5	0.042436
692.75	0.021389
693	0.027332
693.25	0.05053
693.5	0.10283
693.75	0.018778
694	0.031841
694.25	0.029133
694.5	0.03152
694.75	0.050104
695	0.11175
695.1	0.032968
695.2	0.038384
695.3	0.040765
695.4	0.038432
695.5	0.042838
695.6	0.051892
695.7	0.04519
695.8	0.050018
695.9	0.050721
696	0.045702
696.1	0.099755
696.2	0.033282
696.3	0.052609
696.4	0.03808
696.5	0.036981
696.6	0.039913
696.7	0.01334
696.8	-0.01503
696.9	-0.011837
697	-0.0078421
697.1	-0.014795
697.2	0.028014
697.3	0.013529
697.4	0.020032
697.5	-0.018912
697.6	-0.021821
697.7	0.01699
697.8	-0.024979
697.9	0.036188
698	0.022027
698.1	0.010773
698.2	-0.0022583
698.3	0.026944
698.4	-0.0036108
698.5	0.012745
698.6	0.017599
698.7	0.050605
698.8	0.028198
698.9	0.0070166
699	-0.023836
699.1	-0.0022593
699.2	-0.0542
699.3	0.039677
699.4	0.034024
699.5	0.017469
699.6	-0.018554
699.7	0.055916
699.8	-0.020395
699.9	-0.018731
700	0.025789
700.1	0.014541
700.2	-0.012645
700.3	0.014415
700.4	0.004783
700.5	0.0069336
700.6	0.0025251
700.7	0.02778
700.8	0.022212
700.9	0.0010939
701	-0.06269
701.1	0.0099262
701.2	-0.017186
701.3	-0.00082847
701.4	0.001623
701.5	0.019739
701.6	0.0087229
701.7	-0.014255
701.8	-0.024926
701.9	0.027069
702	0.0022103
702.1	-0.0052498
702.2	-0.013034
702.3	0.0078954
702.4	0.032916
702.5	0.014
702.6	-0.010263
702.7	0.015733
702.8	-0.046538
702.9	0.019613
703	-0.0041043
703.1	0.019043
703.2	0.018407
703.3	0.042543
703.4	0.018175
703.5	-0.0094781
703.6	0.04265
703.7	-0.00056759
703.8	0.064848
703.9	0.060304
704	0.058208
704.1	0.051479
704.2	0.019275
704.3	0.066573
704.4	0.13508
704.5	0.13731
704.6	0.2067
704.7	0.18163
704.8	0.23059
704.9	0.26288
705	0.32924
705.1	0.39613
705.2	0.48099
705.3	0.58883
705.4	0.67393
705.5	0.65053
705.6	0.89306
705.7	1.0176
705.8	1.2303
705.9	1.4486
706	1.8847
706.1	2.4115
706.2	2.9125
706.3	3.3172
706.4	3.5908
706.5	3.7879
706.6	3.8684
706.7	3.951
706.8	4.109
706.9	4.5592
707	5.162
707.1	5.8898
707.2	7.0194
707.3	8.1843
707.4	9.7697
707.5	11.469
707.6	13.203
707.7	14.636
707.8	15.382
707.9	15.434
708	14.593
708.1	13.318
708.2	12.142
708.3	10.994
708.4	10.229
708.5	9.4769
708.6	8.8296
708.7	7.8538
708.8	6.7848
708.9	5.9627
709	5.0646
709.1	4.3881
709.2	3.8484
709.3	3.4583
709.4	3.2053
709.5	2.9775
709.6	2.7441
709.7	2.487
709.8	2.4568
709.9	2.3337
710	2.1944
710.1	2.1257
710.2	2.0992
710.3	2.0999
710.4	2.0787
710.5	1.9968
710.6	1.9774
710.7	1.9557
710.8	1.9206
710.9	1.7704
711	1.7332
711.1	1.6906
711.2	1.5988
711.3	1.602
711.4	1.5472
711.5	1.5909
711.6	1.5713
711.7	1.5984
711.8	1.5742
711.9	1.6378
712	1.5477
712.1	1.5778
712.2	1.5366
712.3	1.4252
712.4	1.4483
712.5	1.4398
712.6	1.4754
712.7	1.5719
712.8	1.6129
712.9	1.7587
713	2.0075
713.1	2.2117
713.2	2.3708
713.3	2.4403
713.4	2.528
713.5	2.4253
713.6	2.3038
713.7	2.1406
713.8	1.8077
713.9	1.5477
714	1.2726
714.1	1.1553
714.2	1.0883
714.3	0.96339
714.4	0.88943
714.5	0.87376
714.6	0.76477
714.7	0.73278
714.8	0.6798
714.9	0.61323
715	0.57586
715.1	0.54747
715.2	0.56433
715.3	0.52353
715.4	0.53528
715.5	0.50179
715.6	0.5219
715.7	0.50777
715.8	0.52389
715.9	0.5292
716	0.52878
716.1	0.53266
716.2	0.55251
716.3	0.53011
716.4	0.55653
716.5	0.61806
716.6	0.59166
716.7	0.60338
716.8	0.62865
716.9	0.61025
717	0.63808
717.1	0.63727
717.2	0.67525
717.3	0.62469
717.4	0.6442
717.5	0.62837
717.6	0.63425
717.7	0.57772
717.8	0.53835
717.9	0.5871
718	0.57044
718.1	0.5652
718.2	0.56108
718.3	0.56704
718.4	0.58143
718.5	0.57567
718.6	0.63967
718.7	0.61561
718.8	0.65406
718.9	0.72838
719	0.78442
719.1	0.92632
719.2	1.0717
719.3	1.1768
719.4	1.5091
719.5	1.6863
719.6	1.9716
719.7	2.1222
719.8	2.3327
719.9	2.4926
720	2.5461
720.1	2.6451
720.2	2.7242
720.3	2.8104
720.4	2.7994
720.5	2.8041
720.6	2.7442
720.7	2.6704
720.8	2.6247
720.9	2.5814
721	2.5812
721.1	2.6522
721.2	2.7414
721.3	2.7775
721.4	2.8814
721.5	2.8391
721.6	2.9346
721.7	2.824
721.8	2.815
721.9	2.5827
722	2.4671
722.1	2.2323
722.2	1.9974
722.3	1.8179
722.4	1.615
722.5	1.5048
722.6	1.341
722.7	1.2569
722.8	1.1258
722.9	1.0631
723	1.0193
723.1	0.95778
723.2	0.92146
723.3	0.80358
723.4	0.7442
723.5	0.67331
723.6	0.69124
723.7	0.66558
723.8	0.68013
723.9	0.6096
724	0.59522
724.1	0.5745
724.2	0.58171
724.3	0.49262
724.4	0.5148
724.5	0.47467
724.6	0.45002
724.7	0.47677
724.8	0.41861
724.9	0.42799
725	0.44749
725.1	0.44232
725.2	0.40531
725.3	0.44335
725.4	0.43021
725.5	0.42247
725.6	0.4495
725.7	0.43965
725.8	0.3875
725.9	0.40068
726	0.45238
726.1	0.41791
726.2	0.43152
726.3	0.42247
726.4	0.39606
726.5	0.40107
726.6	0.38728
726.7	0.34611
726.8	0.36841
726.9	0.31028
727	0.36099
727.1	0.3918
727.2	0.3585
727.3	0.36443
727.4	0.37284
727.5	0.38276
727.6	0.34888
727.7	0.28814
727.8	0.28833
727.9	0.28003
728	0.26356
728.1	0.26992
728.2	0.20429
728.3	0.22405
728.4	0.24135
728.5	0.23929
728.6	0.24511
728.7	0.19964
728.8	0.20834
728.9	0.21147
729	0.21614
729.1	0.25659
729.2	0.26474
729.3	0.24572
729.4	0.28127
729.5	0.22951
729.6	0.27126
729.7	0.25624
729.8	0.24654
729.9	0.198
730	0.217
730.5	0.15604
731	0.19051
731.5	0.14035
732	0.13041
732.5	0.12648
733	0.14333
733.5	0.12147
734	0.13371
734.5	0.19077
735	0.16384
735.5	0.27072
736	0.24088
736.5	0.24897
737	0.25588
737.5	0.24322
738	0.23814
738.5	0.24769
739	0.29327
739.5	0.24784
740	0.20636
740.5	0.25287
741	0.2679
741.5	0.28681
742	0.25169
742.5	0.27435
743	0.29133
743.5	0.27589
744	0.30403
744.5	0.30467
745	0.27358
745.5	0.31423
746	0.31691
746.5	0.28265
747	0.3109
747.5	0.33583
748	0.37582
748.5	0.32522
749	0.34719
749.5	0.36751
750	0.38322
750.5	0.36722
751	0.38521
751.5	0.37927
752	0.37709
752.5	0.38836
753	0.37818
753.5	0.37601
754	0.42439
754.5	0.37116
755	0.3782
755.5	0.39264
756	0.37888
756.5	0.30403
757	0.36366
757.5	0.33365
758	0.28979
758.5	0.30073
759	0.3028
759.5	0.29057
760	0.32026
760.5	0.29047
761	0.32085
761.5	0.32746
762	0.25448
762.5	0.27233
763	0.23632
763.5	0.21098
764	0.2289
764.5	0.20841
765	0.21845
765.5	0.16599
766	0.2017
766.5	0.21195
767	0.16094
767.5	0.1972
768	0.17572
768.5	0.18401
769	0.13701
769.5	0.13082
770	0.10234
770.5	0.13618
771	0.1437
771.5	0.091899
772	0.12494
772.5	0.131
773	0.1183
773.5	0.099668
774	0.10933
774.5	0.10596
775	0.075729
775.5	0.093879
776	0.062541
776.5	0.069046
777	0.050985
777.5	0.016153
778	0.051269
778.5	0.0094149
779	0.082825
779.5	0.015018
780	0.0013059
780.5	0.020469
781	-0.022619
781.5	-0.005766
782	0.049327
782.5	-0.0015973
783	0.026676
783.5	-0.0064835
784	-0.03234
784.5	-0.037934
785	0.047431
785.5	-0.025322
786	-0.013544
786.5	-0.034779
787	-0.0084612
787.5	-0.032744
788	-0.030223
788.5	-0.021114
789	-0.048888
789.5	-0.035987
790	-0.01633
790.5	-0.06908
791	-0.054222
791.5	-0.081312
792	-0.052908
792.5	-0.073178
793	-0.047835
793.5	-0.050395
794	-0.029988
794.5	-0.04503
795	-0.024249
795.5	-0.045344
796	-0.068435
796.5	-0.036347
797	-0.0665
797.5	-0.028798
798	-0.028782
798.5	-0.045405
799	-0.069925
799.5	-0.020734
800	-0.022736
800.5	-0.039654
801	0.0032321
801.5	-0.0038806
802	-0.030557
802.5	-0.0022228
803	0.00056557
803.5	0.0077826
804	0.019797
804.5	0.0023343
805	0.0068527
805.5	-0.0036175
806	-0.028034
806.5	0.059292
807	0.045813
807.5	0.012825
808	0.039676
808.5	0.03905
809	0.027648
809.5	-0.00085173
810	-0.0046894
810.5	0.066129
811	0.024851
811.5	0.05223
812	0.021384
812.5	0.035314
813	0.052439
813.5	0.039541
814	0.044692
814.5	0.039966
815	0.0084274
815.5	0.020695
816	0.064726
816.5	0.011426
817	0.025223
817.5	0.021024
818	0.039184
818.5	0.02776
819	0.03545
819.5	0.036354
820	0.018468
820.5	0.020133
821	0.015398
821.5	0.011571
822	0.039705
822.5	0.040531
823	0.01344
823.5	0.02004
824	0.025186
824.5	0.050605
825	0.061552
825.5	-0.015299
826	0.010366
826.5	0.010663
827	-0.0015148
827.5	0.017773
828	0.024821
828.5	0.039789
829	0.029822
829.5	-0.015982
830	-0.060817
